experimental_perturbation	cas	verdict	term_id	chebi_name	reason_code	inchikey	identity_evidence	first_seen_batch	last_updated_batch
Raclopride	84225-95-6	verified	CHEBI:92070	3,5-dichloro-N-[[(2S)-1-ethyl-2-pyrrolidinyl]methyl]-2-hydroxy-6-methoxybenzamide		WAOQONBSWFLFPE-VIFPVBQESA-N	name and CAS resolved independently to the same structure	1	2
Raloxifene hydrochloride	82640-04-8	verified	CHEBI:50740	raloxifene hydrochloride		BKXVVCILCIUCLG-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Ranitidine hydrochloride	66357-59-3	verified	CHEBI:8777	ranitidine hydrochloride		GGWBHVILAJZWKJ-KJEVSKRMSA-N	name and CAS resolved independently to the same structure	1	2
Rauwolscine hydrochloride	6211-32-1	unverified			in_pubchem_not_in_chebi	PIPZGJSEDRMUAW-ZKKXXTDSSA-N	name and CAS resolved independently to the same structure	1	2
Remacemide hydrochloride	111686-79-4	unverified			chebi_entry_exists_but_has_no_structure	HYQMIUSWZXGTCC-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Remoxipride hydrochloride	73220-03-8	unverified			chebi_has_only_a_different_form	WCPXLMIPGMFZMY-MERQFXBCSA-N	the experimental team confirmed the CAS / catalogue product	1	2
Repaglinide	135062-02-1	verified	CHEBI:8805	Repaglinide		FAEKWTJYAYMJKF-QHCPKHFHSA-N	name and CAS resolved independently to the same structure	1	2
Reserpine	50-55-5	verified	CHEBI:28487	reserpine		QEVHRUUCFGRFIF-MDEJGZGSSA-N	name and CAS resolved independently to the same structure	1	2
Resminostat	864814-88-0	verified	CHEBI:231352	resminostat		FECGNJPYVFEKOD-VMPITWQZSA-N	name and CAS resolved independently to the same structure	2	2
Resveratrol	501-36-0	verified	CHEBI:45713	trans-resveratrol		LUKBXSAWLPMMSZ-OWOJBTEDSA-N	name and CAS resolved independently to the same structure	1	2
Retinoic acid	302-79-4	verified	CHEBI:15367	all-trans-retinoic acid		SHGAZHPCJJPHSC-YCNIQYBTSA-N	name and CAS resolved independently to the same structure	1	2
RHC 80267	83654-05-1	verified	CHEBI:92984	N-[6-[[(cyclohexylideneamino)oxy-oxomethyl]amino]hexyl]carbamic acid (cyclohexylideneamino) ester		RXSVYGIGWRDVQC-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Rigosertib (ON-01910)	1225497-78-8	verified	CHEBI:145421	rigosertib sodium		VLQLUZFVFXYXQE-USRGLUTNSA-M	name and CAS resolved independently to the same structure	2	2
Rigosertib_ON-01910	1225497-78-8	verified	CHEBI:145421	rigosertib sodium		VLQLUZFVFXYXQE-USRGLUTNSA-M	the experimental team confirmed the CAS / catalogue product	1	1
Rilmenidine hemifumarate	207572-68-7	unverified			in_pubchem_not_in_chebi	LZFATBMLSYHRTC-WXXKFALUSA-N	name and CAS resolved independently to the same structure	1	2
Riluzole hydrochloride	850608-87-6	unverified			in_pubchem_not_in_chebi	QEAOELIJQRYJJS-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Rimcazole dihydrochloride	75859-03-9	verified	CHEBI:754968	rimcazole hydrochloride		ZWHRZGHGYMUSRM-VWDRLOGHSA-N	name and CAS resolved independently to the same structure	1	2
Ritanserin	87051-43-2	verified	CHEBI:64195	ritanserin		JUQLTPCYUFPYKE-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
RJR 2403 oxalate	220662-95-3	unverified			in_pubchem_not_in_chebi	WTIZFOAIQXMQHC-DPZBITMOSA-N	name and CAS resolved independently to the same structure	1	2
RN 1734	946387-07-1	unverified			in_pubchem_not_in_chebi	IHYZMEAZAIFMTN-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
RN 1747	1024448-59-6	unverified			in_pubchem_not_in_chebi	ZNLVYSJQUMALEO-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Ro 08-2750	37854-59-4	verified	CHEBI:92012	7,10-dimethyl-2,4-dioxo-8-benzo[g]pteridinecarboxaldehyde		JDEMVNYMYPJJIM-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Ro 10-5824	189744-94-3	unverified			in_pubchem_not_in_chebi	UZHMRJRDYCRKIZ-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Ro 106-9920	62645-28-7	verified	CHEBI:110186	6-(benzenesulfinyl)tetrazolo[1,5-b]pyridazine		JFSXSNSCPNFCDM-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	2	2
Ro 15-4513	91917-65-6	verified	CHEBI:93452	8-azido-5-methyl-6-oxo-4H-imidazo[1,5-a][1,4]benzodiazepine-3-carboxylic acid ethyl ester		CFSOJZTUTOQNIA-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Ro 19-4605	99632-94-7	verified	CHEBI:34952	Ro 19-4603		ZIGMMUKDYCABPW-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Ro 20-1724	29925-17-5	verified	CHEBI:111173	4-[(3-butoxy-4-methoxyphenyl)methyl]-2-imidazolidinone		PDMUULPVBYQBBK-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Ro 31-8220 mesylate	138489-18-6	unverified			in_pubchem_not_in_chebi	SAWVGDJBSPLRRB-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Ro 60-0175 fumarate	169675-09-6	unverified			in_pubchem_not_in_chebi	CEPHEXXZGQBXGT-XZTIXWOLSA-N	name and CAS resolved independently to the same structure	1	2
Rolipram	61413-54-5	verified	CHEBI:104872	rolipram		HJORMJIFDVBMOB-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Romidepsin		unverified			identity_single_source_only	OHRURASPPZQGQM-GCCNXGTGSA-N	single_source	2	2
Rosmarinic acid	20283-92-5	verified	CHEBI:50371	(R)-rosmarinic acid		DOUMFZQKYFQNTF-WUTVXBCWSA-N	name and CAS resolved independently to the same structure	1	2
Roxindole hydrochloride	108050-82-4	unverified			in_pubchem_not_in_chebi	ZCEPVNSWLLJECX-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
RS 102221 hydrochloride	187397-18-8	unverified			in_pubchem_not_in_chebi	SZJZEJZLRDIHPB-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
RS 102895 hydrochloride	1173022-16-6	unverified			in_pubchem_not_in_chebi	KRRISOFSWVKYBF-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
RS 16566 dihydrochloride	1217788-97-0	unverified			in_pubchem_not_in_chebi	LPEOWDMQSXDYRJ-CKUXDGONSA-N	name and CAS resolved independently to the same structure	1	2
RS 17053 hydrochloride	169505-93-5	verified	CHEBI:231359	RS 17053 hydrochloride		QFOPFGRPNPCPBX-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	2	2
RS 504393	300816-15-3	verified	CHEBI:93525	6-methyl-1'-[2-(5-methyl-2-phenyl-4-oxazolyl)ethyl]-2-spiro[1H-3,1-benzoxazine-4,4'-piperidine]one		ODNICNWASXKNNQ-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
RS 56812 hydrochloride	143339-12-2	unverified			in_pubchem_not_in_chebi	NHWCYXITJPBOHX-RSAXXLAASA-N	name and CAS resolved independently to the same structure	1	2
RS 79948 hydrochloride	186002-54-0	unverified			in_pubchem_not_in_chebi	DZTZUOBWDBPPJQ-BQBHMPFISA-N	name and CAS resolved independently to the same structure	1	2
RU 28318, potassium salt	76676-34-1	unverified			in_pubchem_not_in_chebi	HXJITUGMCJCKCE-UYOQDFFISA-M	name and CAS resolved independently to the same structure	1	2
Ruthenium Red	11103-72-3	unverified			chebi_entry_same_name_different_structure	GOOXRYWLNNXLFL-UHFFFAOYSA-H	name and CAS resolved independently to the same structure	1	2
RWJ 21757	121288-39-9	verified	CHEBI:748263	loxoribine		VDCRFBBZFHHYGT-IOSLPCCCSA-N	name and CAS resolved independently to the same structure	1	2
RX 821002 hydrochloride	109544-45-8	unverified			in_pubchem_not_in_chebi	IMPOOMVZVWKSAP-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Ryuvidine	265312-55-8	verified	CHEBI:92119	ryuvidine		HFPLHASLIOXVGS-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
S-(-)-Atenolol	93379-54-5	verified	CHEBI:31556	esatenolol		METKIMKYRPQLGS-LBPRGKRZSA-N	name and CAS resolved independently to the same structure	1	2
S-Trityl-L-cysteine	2799-07-7	verified	CHEBI:91461	(2R)-2-amino-3-[(triphenylmethyl)thio]propanoic acid		DLMYFMLKORXJPO-FQEVSTJZSA-N	name and CAS resolved independently to the same structure	1	2
S26948	353280-43-0	unverified			in_pubchem_not_in_chebi	NSMJEHGOMXSLCW-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Saclofen	125464-42-8	verified	CHEBI:91596	3-amino-2-(4-chlorophenyl)-1-propanesulfonic acid		JYLNVJYYQQXNEK-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Saikosaponin A	20736-09-8	verified	CHEBI:8996	Saikosaponin A		KYWSCMDFVARMPN-MSSMMRRTSA-N	name and CAS resolved independently to the same structure	1	2
Sal 003	1164470-53-4	unverified			in_pubchem_not_in_chebi	TVNBASWNLOIQML-IZZDOVSWSA-N	name and CAS resolved independently to the same structure	1	2
Salmeterol	89365-50-4	verified	CHEBI:64064	2-(hydroxymethyl)-4-(1-hydroxy-2-{[6-(4-phenylbutoxy)hexyl]amino}ethyl)phenol		GIIZNNXWQWCKIB-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Salubrinal	405060-95-9	verified	CHEBI:131923	salubrinal		LCOIAYJMPKXARU-VAWYXSNFSA-N	name and CAS resolved independently to the same structure	1	2
Sanguinarine chloride	5578-73-4	verified	CHEBI:748927	sanguinarium chloride		GIZKAXHWLRYMLE-UHFFFAOYSA-M	name and CAS resolved independently to the same structure	1	2
SANT-1	304909-07-7	unverified			chebi_has_only_a_different_form	FOORCIAZMIWALX-JJIBRWJFSA-N	name and CAS resolved independently to the same structure	1	2
SANT-2	329196-48-7	unverified			in_pubchem_not_in_chebi	VQOJFGFKIVFMDH-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
SARAFLOXACIN HYDROCHLORIDE	91296-87-6	verified	CHEBI:201434	Sarafloxacin hydrochloride		KNWODGJQLCISLC-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	2	2
Satraplatin (JM216)		unverified			identity_single_source_only	CKNPWBAXEKSCRG-UHFFFAOYSA-J	single_source	1	2
SB 200646 hydrochloride	143797-62-0	unverified			in_pubchem_not_in_chebi	IGRYPUQJEDJLHC-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
SB 202190	152121-30-7	verified	CHEBI:79090	SB-202190		QHKYPYXTTXKZST-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
SB 203580	152121-47-6	verified	CHEBI:90705	SB 203580		CDMGBJANTYXAIV-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
SB 203580 hydrochloride	869185-85-3	unverified			in_pubchem_not_in_chebi	WOSGGXINSLMASH-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
SB 204741	152239-46-8	verified	CHEBI:140936	1-(1-methylindol-5-yl)-3-(3-methyl-1,2-thiazol-5-yl)urea		USFUFHFQWXDVMH-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
SB 205384	160296-13-9	verified	CHEBI:91586	4-amino-7-hydroxy-2-methyl-5,6,7,8-tetrahydro-[1]benzothiolo[2,3-b]pyridine-3-carboxylic acid but-2-ynyl ester		JDTZAGLGBRRCJT-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
SB 206553 hydrochloride	1197334-04-5	unverified			in_pubchem_not_in_chebi	VGEMBOFBPSNOIO-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
SB 216641 hydrochloride	193611-67-5	verified	CHEBI:234390	SB216641		JPBMDMNORXKGHZ-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
SB 216763	280744-09-4	verified	CHEBI:91421	3-(2,4-dichlorophenyl)-4-(1-methyl-3-indolyl)pyrrole-2,5-dione		JCSGFHVFHSKIJH-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
SB 218078	135897-06-2	verified	CHEBI:91500	LSM-1274		OTPNDVKVEAIXTI-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
SB 218795	174635-53-1	verified	CHEBI:93066	(2R)-2-[[oxo-(2-phenyl-4-quinolinyl)methyl]amino]-2-phenylacetic acid methyl ester		IUMQXQJZIHWLIN-HSZRJFAPSA-N	name and CAS resolved independently to the same structure	1	2
SB 221284	196965-14-7	verified	CHEBI:8978	SB 221284		OQZOXHCRSXYSPM-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
SB 222200	174635-69-9	verified	CHEBI:92079	3-methyl-2-phenyl-N-[(1S)-1-phenylpropyl]-4-quinolinecarboxamide		MQNYRKWJSMQECI-QFIPXVFZSA-N	name and CAS resolved independently to the same structure	1	2
SB 225002	182498-32-4	verified	CHEBI:93074	SB225002		MQBZVUNNWUIPMK-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
SB 228357	181629-93-6	verified	CHEBI:8979	SB 228357		RRJLJKRFFRZRAF-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
SB 239063	193551-21-2	verified	CHEBI:91347	4-[4-(4-fluorophenyl)-5-(2-methoxy-4-pyrimidinyl)-1-imidazolyl]-1-cyclohexanol		ZQUSFAUAYSEREK-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
SB 258585 hydrochloride	1216468-02-8	unverified			in_pubchem_not_in_chebi	BFGOZFXMAJBFGI-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
SB 269970 hydrochloride	261901-57-9	verified	CHEBI:232896	SB-269970 hydrochloride		XQCJOYZLWFNDIO-PKLMIRHRSA-N	name and CAS resolved independently to the same structure	1	2
SB 328437	247580-43-4	unverified			in_pubchem_not_in_chebi	VMFGCGRAIBLAFY-IBGZPJMESA-N	name and CAS resolved independently to the same structure	1	2
SB 334867	792173-99-0	verified	CHEBI:92733	1-(2-methyl-1,3-benzoxazol-6-yl)-3-(1,5-naphthyridin-4-yl)urea		AKMNUCBQGHFICM-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
SB 366791	472981-92-3	unverified			chebi_has_only_a_different_form	RYAMDQKWNKKFHD-JXMROGBWSA-N	name and CAS resolved independently to the same structure	1	2
SB 408124	288150-92-5	verified	CHEBI:92941	1-(6,8-difluoro-2-methyl-4-quinolinyl)-3-[4-(dimethylamino)phenyl]urea		JTARFZSNUAGHRB-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
SB 415286	264218-23-7	verified	CHEBI:91107	SB 415286		PQCXVIPXISBFPN-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
SB 431542	301836-41-9	verified	CHEBI:91108	SB 431542		FHYUGAJXYORMHI-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
SB 657510	474960-44-6	unverified			in_pubchem_not_in_chebi	KQCZCINJGIRLCD-CYBMUJFWSA-N	name and CAS resolved independently to the same structure	1	2
SC 514	354812-17-2	verified	CHEBI:92464	3-amino-5-(3-thiophenyl)-2-thiophenecarboxamide		BMUACLADCKCNKZ-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
SC 560	188817-13-2	verified	CHEBI:76274	SC560		PQUGCKBLVKJMNT-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
SC-10	102649-79-6	verified	CHEBI:92094	5-chloro-N-heptyl-1-naphthalenesulfonamide		MJMJERJFCHYXEM-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
SC-9	102649-78-5	verified	CHEBI:92454	5-chloro-N-(6-phenylhexyl)-1-naphthalenesulfonamide		YUXMTDYHFPRPLG-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
SCH 23390 hydrochloride	125941-87-9	unverified			in_pubchem_not_in_chebi	OYCAEWMSOPMASE-XFULWGLBSA-N	name and CAS resolved independently to the same structure	1	2
SCH 28080	76081-98-6	verified	CHEBI:92978	2-(2-methyl-8-phenylmethoxy-3-imidazo[1,2-a]pyridinyl)acetonitrile		PYKJFEPAUKAXNN-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
SCH 50911	733717-87-8	unverified			in_pubchem_not_in_chebi	SEYCKMQSPUVYEF-LURJTMIESA-N	the experimental team confirmed the CAS / catalogue product	1	2
SCH 58261	160098-96-4	verified	CHEBI:93424	LSM-3822		UTLPKQYUXOEJIL-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Scopolamine hydrobromide	114-49-8	unverified			chebi_has_only_a_different_form	WTGQALLALWYDJH-WYHSTMEOSA-N	name and CAS resolved independently to the same structure	1	2
Scriptaid	287383-59-9	verified	CHEBI:92401	6-(1,3-dioxo-2-benzo[de]isoquinolinyl)-N-hydroxyhexanamide		JTDYUFSDZATMKU-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	2	2
SCS	3232-36-8	unverified			chebi_has_only_a_different_form	OMCYEZUIYGPHDJ-OQLLNIDSSA-N	name and CAS resolved independently to the same structure	1	2
SD 169	1670-87-7	verified	CHEBI:93599	1H-indole-5-carboxamide		GQMYQEAXTITUAE-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
SDM25N hydrochloride	342884-71-3	verified	CHEBI:231365	SDM25N hydrochloride		QLLCUVACGPLGAX-XXCZMEBESA-N	name and CAS resolved independently to the same structure	1	2
SDZ 205-557 hydrochloride	1197334-02-3	unverified			in_pubchem_not_in_chebi	JOWUQCJWCRNVMQ-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
SDZ 220-040	174575-40-7	unverified			in_pubchem_not_in_chebi	NYZFUZCCDOSQBG-AWEZNQCLSA-N	name and CAS resolved independently to the same structure	1	2
SDZ 220-581	174575-17-8	unverified			in_pubchem_not_in_chebi	VBRJFXSFCYEZMQ-HNNXBMFYSA-N	name and CAS resolved independently to the same structure	1	2
SDZ NKT 343	180046-99-5	unverified			in_pubchem_not_in_chebi	PCVSIMQAFWRUEC-JDXGNMNLSA-N	name and CAS resolved independently to the same structure	1	2
SDZ SER 082 fumarate	1417343-80-6	unverified			in_pubchem_not_in_chebi	DXUZZRDHJMOLTN-MRYVXRNOSA-N	name and CAS resolved independently to the same structure	1	2
SDZ WAG 994	130714-47-5	unverified			in_pubchem_not_in_chebi	JAKAFSGZUXCHLF-LSCFUAHRSA-N	name and CAS resolved independently to the same structure	1	2
Selamectin	220119-17-5	verified	CHEBI:177562	Selamectin		AFJYYKSVHJGXSN-XHKIUTQPSA-N	name and CAS resolved independently to the same structure	2	2
Selinexor (KPT-330)	1393477-72-9	verified	CHEBI:229764	selinexor		DEVSOMFAQLZNKR-RJRFIUFISA-N	name and CAS resolved independently to the same structure	2	2
Serotonin	153-98-0	verified	CHEBI:181195	Serotonin hydrochloride		MDIGAZPGKJFIAH-UHFFFAOYSA-N	the experimental team confirmed the CAS / catalogue product	1	2
SEW 2871	256414-75-2	verified	CHEBI:92283	5-[4-phenyl-5-(trifluoromethyl)-2-thiophenyl]-3-[3-(trifluoromethyl)phenyl]-1,2,4-oxadiazole		OYMNPJXKQVTQTR-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
SIB 1757	31993-01-8	unverified			chebi_has_only_a_different_form	LOCPVWIREQIGNQ-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
SID 7969543	868224-64-0	verified	CHEBI:91707	2-[[2-[2-(2,3-dihydro-1,4-benzodioxin-6-ylamino)-2-oxoethyl]-1-oxo-5-isoquinolinyl]oxy]propanoic acid ethyl ester		KWMBIIQCLUIHDI-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Siguazodan	115344-47-3	verified	CHEBI:91791	1-cyano-2-methyl-3-[4-(4-methyl-6-oxo-4,5-dihydro-1H-pyridazin-3-yl)phenyl]guanidine		NUHPODZZKHQQET-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Simvastatin	79902-63-9	verified	CHEBI:9150	simvastatin		RYMZZMVNJRMUDD-HGQWONQESA-N	name and CAS resolved independently to the same structure	1	2
Sirtinol	410536-97-9	verified	CHEBI:73158	sirtinol		UXJFDYIHRJGPFS-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
SKA 31	40172-65-4	verified	CHEBI:233330	SKA-31		FECQXVPRUCCUIL-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
SKF 86002 dihydrochloride	116339-68-5	unverified			in_pubchem_not_in_chebi	GQQCNUNCYVXBTF-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
SKF 89976A hydrochloride	85375-15-1	unverified			in_pubchem_not_in_chebi	SNGGBKYQZVAQKA-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
SKF 91488 dihydrochloride	68941-21-9	unverified			in_pubchem_not_in_chebi	NPLHSMBWWIIWAQ-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
SKF 96365 hydrochloride	130495-35-1	verified	CHEBI:145121	SKF-96365 hydrochloride		FWLPKVQUECFKSW-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
SKF 97541	127729-35-5	verified	CHEBI:232376	3-aminopropyl(methyl)phosphinic acid		NHVRIDDXGZPJTJ-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
SKI II	312636-16-1	verified	CHEBI:92375	4-[[4-(4-chlorophenyl)-2-thiazolyl]amino]phenol		ZFGXZJKLOFCECI-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
SL 327	305350-87-2	verified	CHEBI:92211	SL-327		JLOXTZFYJNCPIS-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
SLV 320	251945-92-3	verified	CHEBI:749114	derenofylline		RBZNJGHIKXAKQE-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
SN 38	86639-52-3	verified	CHEBI:8988	SN-38		FJHBVJOVLFPMQE-QFIPXVFZSA-N	name and CAS resolved independently to the same structure	1	2
SN-6	415697-08-4	unverified			in_pubchem_not_in_chebi	ZVYIJXLMBWCGHP-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
SNC 80	156727-74-1	verified	CHEBI:231727	SNC-80		KQWVAUSXZDRQPZ-UMTXDNHDSA-N	name and CAS resolved independently to the same structure	1	2
sodium 4-Phenylbutyrate	1716-12-7	verified	CHEBI:75316	sodium phenylbutyrate		VPZRWNZGLKXFOE-UHFFFAOYSA-M	name and CAS resolved independently to the same structure	1	2
Sotalol hydrochloride	959-24-0	verified	CHEBI:9207	sotalol hydrochloride		VIDRYROWYFWGSY-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
SP 600125	129-56-6	verified	CHEBI:90695	anthra[1,9-cd]pyrazol-6(2H)-one		ACPOUJIDANTYHO-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Spiperone hydrochloride	2022-29-9	unverified			in_pubchem_not_in_chebi	QUIKMLCZZMOBLH-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Spiroxatrine	1054-88-2	verified	CHEBI:91845	8-(2,3-dihydro-1,4-benzodioxin-3-ylmethyl)-1-phenyl-1,3,8-triazaspiro[4.5]decan-4-one		JVGBTTIJPBFLTE-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Splitomicin	5690-03-9	verified	CHEBI:75272	splitomicin		ISFPDBUKMJDAJH-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
SQ 22536	17318-31-9	verified	CHEBI:90232	9-(tetrahydrofuryl)adenine		UKHMZCMKHPHFOT-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
SR 11302	160162-42-5	verified	CHEBI:197438	SR11302		RQANARBNMTXCDM-DKOHIBGUSA-N	name and CAS resolved independently to the same structure	1	2
SR 202	76541-72-5	verified	CHEBI:91842	phosphoric acid [(4-chlorophenyl)-dimethoxyphosphorylmethyl] dimethyl ester		VQHUQHAPWMNBLP-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
SR 2640 hydrochloride	146662-42-2	unverified			in_pubchem_not_in_chebi	KDSYWFCTUKABKE-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
SR 27897	136381-85-6	verified	CHEBI:92624	2-[2-[[[4-(2-chlorophenyl)-2-thiazolyl]amino]-oxomethyl]-1-indolyl]acetic acid		ILNRQFBVVQUOLP-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
SR 33805 oxalate	121346-33-6	unverified			in_pubchem_not_in_chebi	MZWPPDAHWIKZID-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
SR 57227 hydrochloride	77145-61-0	unverified			in_pubchem_not_in_chebi	FUMINTAAUJUVMP-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
SR 95531 hydrobromide	104104-50-9	unverified			in_pubchem_not_in_chebi	GFZHNFOGCMEYTA-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Src I1	179248-59-0	verified	CHEBI:78332	Src Inhibitor-1		DMWVGXGXHPOEPT-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
SRT1720 HCL	1001645-58-4	verified	CHEBI:747808	SRT1720 HCl		DTGRRMPPXCRRIM-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
ST 91	4749-61-5	unverified			chebi_has_only_a_different_form	ZLRWFGBEDNTMEU-UHFFFAOYSA-N	the experimental team confirmed the CAS / catalogue product	1	2
Statil	72702-95-5	verified	CHEBI:93199	2-[3-[(4-bromo-2-fluorophenyl)methyl]-4-oxo-1-phthalazinyl]acetic acid		LKBFFDOJUKLQNY-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Stattic	19983-44-9	verified	CHEBI:86989	stattic		ZRRGOUHITGRLBA-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	2	2
SU 3327	40045-50-9	verified	CHEBI:146227	halicin		NQQBNZBOOHHVQP-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
SU 4312	5812-07-7	unverified			chebi_has_only_a_different_form	UAKWLVYMKBWHMX-PTNGSMBKSA-N	name and CAS agree; PubChem stereo-duplicate, anchored on the defined side	1	2
SU 5416	204005-46-9	verified	CHEBI:91083	semaxanib		WUWDLXZGHZSWQZ-WQLSENKSSA-N	name and CAS agree; PubChem stereo-duplicate, anchored on the defined side	1	2
SU 6668	252916-29-3	unverified			in_pubchem_not_in_chebi	NHFDRBXTEDBWCZ-ZROIWOOFSA-N	name and CAS resolved independently to the same structure	1	2
Sulfisoxazole	127-69-5	verified	CHEBI:102484	sulfisoxazole		NHUHCSRWZMLRLA-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Sulindac	38194-50-2	verified	CHEBI:9352	sulindac		MLKXDPUZXIRXEP-MFOYZWKCSA-N	name and CAS resolved independently to the same structure	1	2
SUN-B 8155	345893-91-6	unverified			in_pubchem_not_in_chebi	SGJLINMLDNLWOS-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Suramin hexasodium salt	129-46-4	verified	CHEBI:9364	suramin sodium		VAPNKLKDKUDFHK-UHFFFAOYSA-H	name and CAS resolved independently to the same structure	1	2
SX 011	309913-42-6	unverified			in_pubchem_not_in_chebi	GUTYHDCSDBBMGW-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
